x,evmSampleDeltaMs,logDeltaMs,DATA0_uH,DATA1_uH,DATA2_uH,DATA3_uH,DATA0,DATA1,DATA2,DATA3,DATA0_MHz,DATA1_MHz,DATA2_MHz,DATA3_MHz,
2059,15355.076701000333,15355.093099999242,8.45503517802698,8.484685199735596,2.2779554801482447,Infinity,20220195,20184834,38955648,0,3.013043850660324,3.0077746510505676,5.804843902587891,0,
2060,20.670699999667704,62.16899999976158,8.45503517802698,8.484685199735596,2.2746884573490043,Infinity,20220195,20184834,38983613,0,3.013043850660324,3.0077746510505676,5.80901101231575,0,
2061,20.723799000494182,62.1985990004614,8.455037686915858,8.484685199735596,2.2746884573490043,Infinity,20220192,20184834,38983613,0,3.0130434036254883,3.0077746510505676,5.80901101231575,0,
2062,20.591199999675155,62.16810099966824,8.455037686915858,8.484685199735596,2.2782914012297844,Infinity,20220192,20184834,38952776,0,3.0130434036254883,3.0077746510505676,5.804415941238403,0,
2063,20.63880099914968,62.251600000075996,8.455037686915858,8.484685199735596,2.2771321328456184,Infinity,20220192,20184834,38962690,0,3.0130434036254883,3.0077746510505676,5.805893242359161,0,
2064,20.632500000298023,62.15089900046587,8.455037686915858,8.484693606732161,2.2813234292689653,Infinity,20220192,20184824,38926882,0,3.0130434036254883,3.0077731609344482,5.800557434558868,0,
2065,21.88209899980575,63.41899999976158,8.455037686915858,8.484693606732161,2.2821701605321696,Infinity,20220192,20184824,38919660,0,3.0130434036254883,3.0077731609344482,5.799481272697449,0,
2066,20.712998999282718,60.991099999286234,8.455037686915858,8.484685199735596,2.2821701605321696,Infinity,20220192,20184834,38919660,0,3.0130434036254883,3.0077746510505676,5.799481272697449,0,
2067,20.67940100003034,62.25900100078434,8.455043540994252,8.484685199735596,2.2778502276885013,Infinity,20220185,20184834,38956548,0,3.0130423605442047,3.0077746510505676,5.804978013038635,0,
2068,20.658200000412762,62.18310000002384,8.455037686915858,8.484693606732161,2.277707329913692,Infinity,20220192,20184824,38957770,0,3.0130434036254883,3.0077731609344482,5.805160105228424,0,
2069,20.883799999952316,62.71649899985641,8.455037686915858,8.484685199735596,2.2774932422940486,Infinity,20220192,20184834,38959601,0,3.0130434036254883,3.0077746510505676,5.805432945489883,0,
2070,20.760001000016928,61.835601000115275,8.45503517802698,8.484685199735596,2.2774932422940486,Infinity,20220195,20184834,38959601,0,3.013043850660324,3.0077746510505676,5.805432945489883,0,
2071,20.577998999506235,62.126798999495804,8.455037686915858,8.484685199735596,2.273822326016588,Infinity,20220192,20184834,38991037,0,3.0130434036254883,3.0077746510505676,5.810117274522781,0,
2072,20.841600999236107,62.37850099988282,8.455029323957273,8.484685199735596,2.2729295295374614,Infinity,20220202,20184834,38998694,0,3.0130448937416077,3.0077746510505676,5.811258256435394,0,
2073,20.59929999988526,62.08939900062978,8.455029323957273,8.484685199735596,2.2778357268102587,Infinity,20220202,20184834,38956672,0,3.0130448937416077,3.0077746510505676,5.804996490478516,0,
2074,20.576000000350177,62.24100099969655,8.455037686915858,8.484693606732161,2.2790508894244685,Infinity,20220192,20184824,38946285,0,3.0130434036254883,3.0077731609344482,5.803448706865311,0,
2075,20.712199000641704,62.18099900055677,8.45503517802698,8.484693606732161,2.2790508894244685,Infinity,20220195,20184824,38946285,0,3.013043850660324,3.0077731609344482,5.803448706865311,0,
2076,20.424800000153482,62.41930099949241,8.455037686915858,8.484693606732161,2.2725568024590963,Infinity,20220192,20184824,39001892,0,3.0130434036254883,3.0077731609344482,5.8117347955703735,0,
2077,20.71779999975115,62.02560000028461,8.455037686915858,8.48470117303975,2.278387325481355,Infinity,20220192,20184815,38951956,0,3.0130434036254883,3.007771819829941,5.804293751716614,0,
2078,20.68760000076145,62.30819999985397,8.455037686915858,8.484693606732161,2.2775832700018475,Infinity,20220192,20184824,38958831,0,3.0130434036254883,3.0077731609344482,5.805318206548691,0,
2079,20.776300000026822,62.213299999944866,8.455045213589194,8.484693606732161,2.2775832700018475,Infinity,20220183,20184824,38958831,0,3.013042062520981,3.0077731609344482,5.805318206548691,0,
2080,19.611198998987675,62.288198999129236,8.455043540994252,8.484693606732161,2.276025608532703,Infinity,20220185,20184824,38972160,0,3.0130423605442047,3.0077731609344482,5.807304382324219,0,
2081,19.890201000496745,62.154001001268625,8.455045213589194,8.484693606732161,2.279519221021721,Infinity,20220183,20184824,38942284,0,3.013042062520981,3.0077731609344482,5.802852511405945,0,
2082,21.223900999873877,62.68609999958426,8.455045213589194,8.484693606732161,2.2798813668592532,Infinity,20220183,20184824,38939191,0,3.013042062520981,3.0077731609344482,5.802391618490219,0,
2083,20.686999999918044,61.684500000439584,8.45503517802698,8.484693606732161,2.2767477374476504,Infinity,20220195,20184824,38965979,0,3.013043850660324,3.0077731609344482,5.806383341550827,0,
2084,21.804800999350846,63.3348999992013,8.455037686915858,8.484693606732161,2.2767477374476504,Infinity,20220192,20184824,38965979,0,3.0130434036254883,3.0077731609344482,5.806383341550827,0,
2085,21.01399999950081,61.283800000324845,8.455026815072115,8.484693606732161,2.2805557757997783,Infinity,20220205,20184824,38933433,0,3.0130453407764435,3.0077731609344482,5.801533609628677,0,
2086,20.68519999925047,62.00859999936074,8.455029323957273,8.484685199735596,2.277087716120198,Infinity,20220202,20184834,38963070,0,3.0130448937416077,3.0077746510505676,5.805949866771698,0,
2087,20.574299999512732,62.31150000076741,8.455029323957273,8.484685199735596,2.277664884147166,Infinity,20220202,20184834,38958133,0,3.0130448937416077,3.0077746510505676,5.805214196443558,0,
2088,20.525201000273228,62.14779999945313,8.455037686915858,8.484685199735596,2.277664884147166,Infinity,20220192,20184834,38958133,0,3.0130434036254883,3.0077746510505676,5.805214196443558,0,
2089,20.70949999988079,62.446700000204146,8.45503517802698,8.484685199735596,2.2774830706678872,Infinity,20220195,20184834,38959688,0,3.013043850660324,3.0077746510505676,5.805445909500122,0,
2090,20.715799001045525,62.06829900108278,8.455037686915858,8.484685199735596,2.278295729388678,Infinity,20220192,20184834,38952739,0,3.0130434036254883,3.0077746510505676,5.804410427808762,0,
2091,20.672399999573827,62.168700998649,8.455037686915858,8.484685199735596,2.2791190056697173,Infinity,20220192,20184834,38945703,0,3.0130434036254883,3.0077746510505676,5.8033619821071625,0,
2092,20.683199000544846,62.29629900120199,8.455037686915858,8.484693606732161,2.279380497418057,Infinity,20220192,20184824,38943469,0,3.0130434036254883,3.0077731609344482,5.803029090166092,0,
2093,20.719599000178277,62.17189999949187,8.455045213589194,8.484693606732161,2.279380497418057,Infinity,20220183,20184824,38943469,0,3.013042062520981,3.0077731609344482,5.803029090166092,0,
2094,19.268599999137223,62.18010099977255,8.455037686915858,8.484693606732161,2.2801877302212397,Infinity,20220192,20184824,38936575,0,3.0130434036254883,3.0077731609344482,5.802001804113388,0,
2095,19.505600000731647,62.26890000049025,8.45503517802698,8.484693606732161,2.2745784135012745,Infinity,20220195,20184824,38984556,0,3.013043850660324,3.0077731609344482,5.809151530265808,0,
2096,20.702500000596046,62.20979999937117,8.45503517802698,8.484693606732161,2.277367446282387,Infinity,20220195,20184824,38960677,0,3.013043850660324,3.0077731609344482,5.805593281984329,0,
2097,20.669100999832153,62.09140000026673,8.455037686915858,8.484693606732161,2.277367446282387,Infinity,20220192,20184824,38960677,0,3.0130434036254883,3.0077731609344482,5.805593281984329,0,
2098,20.850300000049174,62.376199999824166,8.455045213589194,8.48470117303975,2.278832282654097,Infinity,20220183,20184815,38948153,0,3.013042062520981,3.007771819829941,5.803727060556412,0,
2099,21.04299999959767,62.33499999996275,8.45503517802698,8.48470117303975,2.259925951262722,Infinity,20220195,20184815,39110732,0,3.013043850660324,3.007771819829941,5.827953219413757,0,
2100,20.85219999961555,62.02199999988079,8.45503517802698,8.48470117303975,2.277514638005976,Infinity,20220195,20184815,38959418,0,3.013043850660324,3.007771819829941,5.805405676364899,0,
2101,20.461500000208616,62.141100000590086,8.455037686915858,8.484693606732161,2.274496731821666,Infinity,20220192,20184824,38985256,0,3.0130434036254883,3.0077731609344482,5.809255838394165,0,
2102,20.0931010004133,62.13499999977648,8.45503517802698,8.484685199735596,2.274496731821666,Infinity,20220195,20184834,38985256,0,3.013043850660324,3.0077746510505676,5.809255838394165,0,
