x,evmSampleDeltaMs,logDeltaMs,DATA0_uH,DATA1_uH,DATA2_uH,DATA3_uH,DATA0,DATA1,DATA2,DATA3,DATA0_MHz,DATA1_MHz,DATA2_MHz,DATA3_MHz,
2426,20.877700000070035,62.36349999997765,8.457788937291237,8.48410682837261,0.7582744589493449,Infinity,20216903,20185522,67519596,0,3.0125533044338226,3.0078771710395813,10.061203837394714,0,
2427,20.612799999304116,62.08959999959916,8.457788937291237,8.484098422248138,0.7644553077894476,Infinity,20216903,20185532,67246084,0,3.0125533044338226,3.0078786611557007,10.020447373390198,0,
2428,20.895399999804795,62.464500000700355,8.457788937291237,8.48410682837261,0.7671354351559053,Infinity,20216903,20185522,67128513,0,3.0125533044338226,3.0078771710395813,10.00292792916298,0,
2429,20.665100000798702,62.102300000377,8.457788937291237,8.484098422248138,0.7671354351559053,Infinity,20216903,20185532,67128513,0,3.0125533044338226,3.0078786611557007,10.00292792916298,0,
2430,20.82270000036806,62.23509999923408,8.457788937291237,8.484098422248138,0.7324748016473687,Infinity,20216903,20185532,68698413,0,3.0125533044338226,3.0078786611557007,10.236861258745193,0,
2431,20.57469999976456,62.085099999792874,8.457797304344503,8.484114393895316,0.7782514206874056,Infinity,20216893,20185513,66647381,0,3.0125518143177032,3.007875829935074,9.931233674287796,0,
2432,20.720300000160933,62.19570000004023,8.457797304344503,8.484114393895316,0.7518196728269677,Infinity,20216893,20185513,67808823,0,3.0125518143177032,3.007875829935074,10.104302018880844,0,
2433,19.609800000675023,62.455800000578165,8.457797304344503,8.48410682837261,0.7518196728269677,Infinity,20216893,20185522,67808823,0,3.0125518143177032,3.0078771710395813,10.104302018880844,0,
2434,20.195199000649154,62.00319899991155,8.457797304344503,8.48410682837261,0.7251716457344123,Infinity,20216893,20185522,69043475,0,3.0125518143177032,3.0078771710395813,10.288279503583908,0,
2435,20.61280000023544,62.15170000027865,8.457797304344503,8.48410682837261,0.7649182421157704,Infinity,20216893,20185522,67225732,0,3.0125518143177032,3.0078771710395813,10.017414689064026,0,
2436,20.608300000429153,62.210200999863446,8.457797304344503,8.48410682837261,0.7422146208020912,Infinity,20216893,20185522,68246172,0,3.0125518143177032,3.0078771710395813,10.169472098350525,0,
2437,21.86359899956733,63.41269899904728,8.457797304344503,8.48410682837261,0.7632867428122247,Infinity,20216893,20185522,67297540,0,3.0125518143177032,3.0078771710395813,10.028114914894104,0,
2438,21.208398999646306,61.49500000011176,8.457797304344503,8.484098422248138,0.7632867428122247,Infinity,20216893,20185532,67297540,0,3.0125518143177032,3.0078786611557007,10.028114914894104,0,
2439,20.827600999735296,61.86390100046992,8.457797304344503,8.484098422248138,0.7746437919626235,Infinity,20216893,20185532,66802394,0,3.0125518143177032,3.0078786611557007,9.954332411289215,0,
2440,20.61860099993646,62.14910000003874,8.457788937291237,8.484098422248138,0.7515962683190959,Infinity,20216903,20185532,67818900,0,3.0125533044338226,3.0078786611557007,10.105803608894348,0,
2441,20.64439900033176,62.18639900069684,8.457788937291237,8.48410682837261,0.7402230180447577,Infinity,20216903,20185522,68337920,0,3.0125533044338226,3.0078771710395813,10.183143615722656,0,
2442,20.38380000088364,62.24910099990666,8.457797304344503,8.48410682837261,0.7402230180447577,Infinity,20216893,20185522,68337920,0,3.0125518143177032,3.0078771710395813,10.183143615722656,0,
2443,21.393699999898672,62.8636999996379,8.457797304344503,8.484114393895316,0.7353691553607083,Infinity,20216893,20185513,68563084,0,3.0125518143177032,3.007875829935074,10.216695666313171,0,
