x,evmSampleDeltaMs,logDeltaMs,DATA0_uH,DATA1_uH,DATA2_uH,DATA3_uH,DATA0,DATA1,DATA2,DATA3,DATA0_MHz,DATA1_MHz,DATA2_MHz,DATA3_MHz,
58468,20420.64269900322,20420.657799482346,8.40824548871901,8.486127182349017,Infinity,Infinity,20276377,20183119,0,0,3.0214156210422516,3.007519096136093,0,0,
58469,17.132299065589905,58.50859999656677,8.408213972987141,8.486127182349017,Infinity,Infinity,20276415,20183119,0,0,3.0214212834835052,3.007519096136093,0,0,
58470,16.02209997177124,63.01810121536255,8.408259587919579,8.48613306874558,Infinity,Infinity,20276360,20183112,0,0,3.0214130878448486,3.0075180530548096,0,0,
58471,18.223100066184998,52.0088005065918,8.408228072108443,8.486127182349017,Infinity,Infinity,20276398,20183119,0,0,3.0214187502861023,3.007519096136093,0,0,
58472,15.057499051094055,56.49659872055054,8.408221437223414,8.486127182349017,Infinity,Infinity,20276406,20183119,0,0,3.021419942378998,3.007519096136093,0,0,
58473,18.559499979019165,65.33400130271912,8.408228072108443,8.486127182349017,Infinity,Infinity,20276398,20183119,0,0,3.0214187502861023,3.007519096136093,0,0,
58474,20.567799925804138,62.137699365615845,8.40823553636349,8.486127182349017,Infinity,Infinity,20276389,20183119,0,0,3.021417409181595,3.007519096136093,0,0,
58475,18.582299828529358,64.78800010681152,8.408221437223414,8.486135591488843,Infinity,Infinity,20276406,20183109,0,0,3.021419942378998,3.0075176060199738,0,0,
58476,16.623600006103516,58.139999866485596,8.408221437223414,8.486124659609505,Infinity,Infinity,20276406,20183122,0,0,3.021419942378998,3.007519543170929,0,0,
58477,17.934900045394897,65.79079985618591,8.408219778503382,8.486127182349017,Infinity,Infinity,20276408,20183119,0,0,3.0214202404022217,3.007519096136093,0,0,
58478,17.937298893928528,64.8333990573883,8.408219778503382,8.486127182349017,Infinity,Infinity,20276408,20183119,0,0,3.0214202404022217,3.007519096136093,0,0,
58479,12.876500010490417,59.83310127258301,8.408219778503382,8.486135591488843,Infinity,Infinity,20276408,20183109,0,0,3.0214202404022217,3.0075176060199738,0,0,
58480,17.937201023101807,51.869099617004395,8.408219778503382,8.48613306874558,Infinity,Infinity,20276408,20183112,0,0,3.0214202404022217,3.0075180530548096,0,0,
58481,17.945599913597107,61.83020067214966,8.408213972987141,8.486124659609505,Infinity,Infinity,20276415,20183122,0,0,3.0214212834835052,3.007519543170929,0,0,
58482,17.959800004959106,64.84179997444153,8.408213972987141,8.486127182349017,Infinity,Infinity,20276415,20183119,0,0,3.0214212834835052,3.007519096136093,0,0,
58483,12.881399989128113,59.827799558639526,8.408219778503382,8.486127182349017,Infinity,Infinity,20276408,20183119,0,0,3.0214202404022217,3.007519096136093,0,0,
58484,17.94260001182556,51.86630034446716,8.408221437223414,8.486127182349017,Infinity,Infinity,20276406,20183119,0,0,3.021419942378998,3.007519096136093,0,0,
58485,20.73390007019043,52.12870001792908,8.408213972987141,8.486127182349017,Infinity,Infinity,20276415,20183119,0,0,3.0214212834835052,3.007519096136093,0,0,
58486,20.734598994255066,62.257298946380615,8.408213972987141,8.486135591488843,Infinity,Infinity,20276415,20183109,0,0,3.0214212834835052,3.0075176060199738,0,0,
58487,20.72049903869629,62.20929980278015,8.408213972987141,8.486127182349017,Infinity,Infinity,20276415,20183119,0,0,3.0214212834835052,3.007519096136093,0,0,
58488,20.677098989486694,62.1173996925354,8.408211484910593,8.486124659609505,Infinity,Infinity,20276418,20183122,0,0,3.021421730518341,3.007519543170929,0,0,
58489,20.695198893547058,62.28640055656433,8.408211484910593,8.486127182349017,Infinity,Infinity,20276418,20183119,0,0,3.021421730518341,3.007519096136093,0,0,
58490,20.876699924468994,62.28800082206726,8.408219778503382,8.48613306874558,Infinity,Infinity,20276408,20183112,0,0,3.0214202404022217,3.0075180530548096,0,0,
58491,20.798301100730896,62.10640025138855,8.408211484910593,8.486127182349017,Infinity,Infinity,20276418,20183119,0,0,3.021421730518341,3.007519096136093,0,0,
58492,20.741599917411804,62.19380044937134,8.408213972987141,8.486127182349017,Infinity,Infinity,20276415,20183119,0,0,3.0214212834835052,3.007519096136093,0,0,
58493,20.735700011253357,62.21630048751831,8.408219778503382,8.486135591488843,Infinity,Infinity,20276408,20183109,0,0,3.0214202404022217,3.0075176060199738,0,0,
58494,21.083499908447266,67.83089971542358,8.408205679402943,8.486135591488843,Infinity,Infinity,20276425,20183109,0,0,3.0214227735996246,3.0075176060199738,0,0,
58495,20.754799962043762,61.94779968261719,8.408213972987141,8.48613306874558,Infinity,Infinity,20276415,20183112,0,0,3.0214212834835052,3.0075180530548096,0,0,
58496,20.69960105419159,62.1705002784729,8.408211484910593,8.486127182349017,Infinity,Infinity,20276418,20183119,0,0,3.021421730518341,3.007519096136093,0,0,
58497,20.197200894355774,62.076300621032715,8.408204020687577,8.486124659609505,Infinity,Infinity,20276427,20183122,0,0,3.0214230716228485,3.007519543170929,0,0,
58498,20.78379988670349,59.78149962425232,8.408213972987141,8.486127182349017,Infinity,Infinity,20276415,20183119,0,0,3.0214212834835052,3.007519096136093,0,0,
58499,20.338799834251404,62.13889956474304,8.408213972987141,8.486127182349017,Infinity,Infinity,20276415,20183119,0,0,3.0214212834835052,3.007519096136093,0,0,
58500,20.71959900856018,62.21319890022278,8.408211484910593,8.486127182349017,Infinity,Infinity,20276418,20183119,0,0,3.021421730518341,3.007519096136093,0,0,
58501,20.353800058364868,62.285001277923584,8.408213972987141,8.486127182349017,Infinity,Infinity,20276415,20183119,0,0,3.0214212834835052,3.007519096136093,0,0,
58502,20.60829997062683,62.05390000343323,8.408213972987141,8.486127182349017,Infinity,Infinity,20276415,20183119,0,0,3.0214212834835052,3.007519096136093,0,0,
58503,19.528700947761536,67.38699960708618,8.408211484910593,8.486135591488843,Infinity,Infinity,20276418,20183109,0,0,3.021421730518341,3.0075176060199738,0,0,
58504,20.769598960876465,62.27969837188721,8.408197385831015,8.486135591488843,Infinity,Infinity,20276435,20183109,0,0,3.021424263715744,3.0075176060199738,0,0,
58505,20.673899054527283,62.07370042800903,8.408205679402943,8.486127182349017,Infinity,Infinity,20276425,20183119,0,0,3.0214227735996246,3.007519096136093,0,0,
58506,20.778499960899353,62.26530122756958,8.408213972987141,8.486124659609505,Infinity,Infinity,20276415,20183122,0,0,3.0214212834835052,3.007519543170929,0,0,
58507,20.727399826049805,62.220800161361694,8.408197385831015,8.486127182349017,Infinity,Infinity,20276435,20183119,0,0,3.021424263715744,3.007519096136093,0,0,
58508,20.668700098991394,62.104100465774536,8.408204020687577,8.486127182349017,Infinity,Infinity,20276427,20183119,0,0,3.0214230716228485,3.007519096136093,0,0,
58509,15.234799981117249,56.76760005950928,8.408211484910593,8.48613306874558,Infinity,Infinity,20276418,20183112,0,0,3.021421730518341,3.0075180530548096,0,0,
58510,20.794399976730347,57.33669972419739,8.408205679402943,8.486127182349017,Infinity,Infinity,20276425,20183119,0,0,3.0214227735996246,3.007519096136093,0,0,
58511,20.297398924827576,64.76419854164124,8.408213972987141,8.486135591488843,Infinity,Infinity,20276415,20183109,0,0,3.0214212834835052,3.0075176060199738,0,0,
58512,20.895799040794373,62.31790018081665,8.408205679402943,8.486135591488843,Infinity,Infinity,20276425,20183109,0,0,3.0214227735996246,3.0075176060199738,0,0,
58513,20.52749991416931,61.99280118942261,8.408204020687577,8.486135591488843,Infinity,Infinity,20276427,20183109,0,0,3.0214230716228485,3.0075176060199738,0,0,
58514,18.794000029563904,52.01100015640259,8.408205679402943,8.486127182349017,Infinity,Infinity,20276425,20183119,0,0,3.0214227735996246,3.007519096136093,0,0,
58515,17.679499983787537,58.958500385284424,8.408204020687577,8.486127182349017,Infinity,Infinity,20276427,20183119,0,0,3.0214230716228485,3.007519096136093,0,0,
58516,18.55169904232025,65.29449939727783,8.408205679402943,8.486127182349017,Infinity,Infinity,20276425,20183119,0,0,3.0214227735996246,3.007519096136093,0,0,
58517,20.756500005722046,62.29500079154968,8.408204020687577,8.486127182349017,Infinity,Infinity,20276427,20183119,0,0,3.0214230716228485,3.007519096136093,0,0,
58518,20.674299955368042,62.211700201034546,8.408197385831015,8.486127182349017,Infinity,Infinity,20276435,20183119,0,0,3.021424263715744,3.007519096136093,0,0,
58519,12.765799880027771,54.26800060272217,8.408197385831015,8.486127182349017,Infinity,Infinity,20276435,20183119,0,0,3.021424263715744,3.007519096136093,0,0,
58520,18.83679986000061,52.3505003452301,8.408197385831015,8.486127182349017,Infinity,Infinity,20276435,20183119,0,0,3.021424263715744,3.007519096136093,0,0,
58521,20.69950008392334,67.07090020179749,8.408205679402943,8.486135591488843,Infinity,Infinity,20276425,20183109,0,0,3.0214227735996246,3.0075176060199738,0,0,
58522,6.938100099563599,53.89369988441467,8.408205679402943,8.486135591488843,Infinity,Infinity,20276425,20183109,0,0,3.0214227735996246,3.0075176060199738,0,0,
